   0.99956 -0.0280344 0.00971715   0.023266
 0.0278819   0.999491  0.0154884 -0.0172435
-0.0101464 -0.0152106   0.999833  0.0153024
         0          0          0          1,  0.995519 -0.0922496  0.0207684   0.103149
 0.0918002   0.995542  0.0216425 -0.0470689
-0.0226724  -0.019639    0.99955 -0.0160916
         0          0          0          1,  0.985214  -0.169378  0.0257901   0.119069
   0.16889    0.98543  0.0200781  -0.117049
-0.0288152 -0.0154255   0.999466 0.00298221
         0          0          0          1,    0.970011     -0.24121    0.0299535     0.258869
     0.24035     0.970233    0.0296529    -0.192777
  -0.0362144   -0.0215643     0.999111 -0.000515498
           0            0            0            1,  0.953711  -0.299494  0.0271658   0.339247
  0.297949   0.953292  0.0496108  -0.184305
-0.0407551 -0.0392204   0.998399   0.018256
         0          0          0          1,   0.93874  -0.343666  0.0257212   0.426612
   0.34149   0.937648  0.0648181  -0.122578
-0.0463931 -0.0520638   0.997566  0.0902637
         0          0          0          1,  0.931109  -0.364116  0.0213309   0.520908
  0.361203   0.928626   0.084772  -0.116373
-0.0506753 -0.0712272   0.996172  0.0851897
         0          0          0          1,  0.919154  -0.393113   0.024848   0.583552
  0.390009    0.91711  0.0824745 -0.0789333
-0.0552102 -0.0661159   0.996283  0.0422306
         0          0          0          1,  0.913877  -0.405606  0.0176983   0.688892
  0.404133   0.912994  0.0558376 -0.0192469
-0.0388065 -0.0438762   0.998283  0.0197356
         0          0          0          1,   0.916028   -0.401111 -0.00133864    0.728358
   0.400615     0.91472    0.052869   0.0319994
 -0.0199819  -0.0489658    0.998601    0.135992
          0           0           0           1,  0.901519  -0.432448 -0.0158813   0.835355
  0.432505   0.899215  0.0659729  0.0896011
-0.0142492 -0.0663446   0.997695   0.173521
         0          0          0          1,   0.863215    -0.50411  -0.0270783    0.863443
   0.504751    0.860834    0.064735    0.228046
-0.00932362   -0.069548    0.997535    0.175868
          0           0           0           1,  0.854167  -0.517614 -0.0497467   0.908957
  0.519995   0.850651  0.0774498   0.249113
0.00222792 -0.0920231   0.995754   0.266513
         0          0          0          1,  0.841485  -0.535732 -0.0699571   0.962819
  0.539983   0.838239  0.0759906   0.295336
 0.0179301  -0.101721   0.994651    0.35155
         0          0          0          1,  0.83321  -0.54214 -0.108841   1.04671
 0.551746  0.828143 0.0987744  0.320534
0.0365864 -0.142352   0.98914  0.453274
        0         0         0         1, 0.825068  -0.55144 -0.123193   1.21214
 0.563813    0.8178  0.115404  0.355983
0.0371088 -0.164674   0.98565  0.341968
        0         0         0         1, 0.808437 -0.578451 -0.108741   1.19801
 0.588077  0.801498  0.108477  0.386742
0.0244074 -0.151645  0.988134  0.362815
        0         0         0         1,  0.800151  -0.591527 -0.0992686    1.27755
  0.599697    0.79202   0.114312   0.374153
 0.0110042  -0.150998   0.988473   0.367941
         0          0          0          1, 0.796057  -0.59411 -0.115443   1.34346
 0.604734  0.788471  0.112297  0.360307
0.0243063 -0.159207  0.986946    0.3577
        0         0         0         1, 0.803377 -0.580133  -0.13428   1.44444
 0.592957   0.80008 0.0909637  0.325626
0.0546635   -0.1527   0.98676  0.418713
        0         0         0         1,  0.80758 -0.571647  -0.14503   1.45789
 0.586852  0.803305  0.101517  0.324478
0.0584712 -0.167094  0.984206  0.548599
        0         0         0         1, 0.825279 -0.543996 -0.151599   1.47171
 0.563091  0.813092  0.147682  0.330385
0.0429258 -0.207243  0.977347   0.60155
        0         0         0         1, 0.860178 -0.488439 -0.146702    1.4362
 0.509398  0.836763  0.200851  0.265069
0.0246514 -0.247497  0.968575   0.48928
        0         0         0         1, 0.885357 -0.447286 -0.126798   1.57333
 0.464636  0.860671  0.208229   0.17863
0.0159934 -0.243272  0.969826  0.404642
        0         0         0         1,   0.898067   -0.426709    -0.10675     1.65304
   0.439847    0.869373    0.225223    0.188024
-0.00329941   -0.249219    0.968442    0.408122
          0           0           0           1,   0.915613   -0.389557  -0.0994902     1.76265
    0.40204    0.884585    0.236377    0.107894
-0.00407473   -0.256429    0.966555    0.322982
          0           0           0           1, 0.911851 -0.394712 -0.112829   1.73694
 0.410383  0.883573  0.225576  0.108747
0.0106553 -0.251995   0.96767  0.446072
        0         0         0         1, 0.911573 -0.389708 -0.131006   1.77176
 0.410594  0.879315  0.241286  0.142247
0.0211642  -0.27374  0.961571  0.463212
        0         0         0         1,  0.90266 -0.397473 -0.164985   1.78285
 0.427264  0.873565  0.233086  0.201919
0.0514801  -0.28089  0.958358  0.506277
        0         0         0         1, 0.881665 -0.428418 -0.197802   1.70124
 0.463565  0.864694   0.19342  0.331194
0.0881734 -0.262226   0.96097  0.591032
        0         0         0         1, 0.863675 -0.439754 -0.246338   1.71645
 0.483915  0.860157  0.161109   0.37962
 0.141041 -0.258352  0.955699  0.717447
        0         0         0         1, 0.844012 -0.464839 -0.267523   1.67064
 0.507458  0.853582   0.11783  0.403034
 0.173581 -0.235206   0.95632  0.884429
        0         0         0         1, 0.835989 -0.468239 -0.286138   1.57886
   0.5142  0.850522  0.110499  0.384837
 0.191626 -0.239508  0.951796  0.995971
        0         0         0         1, 0.821386 -0.503051  -0.26882   1.64036
 0.542681  0.834336 0.0968583  0.433645
 0.175562 -0.225442  0.958308  0.941552
        0         0         0         1, 0.821185 -0.513295 -0.249365   1.65575
  0.54827  0.830858 0.0952669  0.427758
 0.158287 -0.214951  0.963712  0.856724
        0         0         0         1, 0.799028  -0.56088 -0.216719   1.66078
 0.588192  0.803913 0.0880557  0.493574
 0.124834 -0.197831  0.972255  0.756581
        0         0         0         1, 0.774935 -0.603061 -0.189191   1.63317
 0.624367   0.77693 0.0809088  0.552861
0.0981951 -0.180824  0.978601  0.609558
        0         0         0         1, 0.757287 -0.633488 -0.158772   1.60429
 0.649202  0.756664 0.0774327  0.626135
0.0710846 -0.161714  0.984274  0.448988
        0         0         0         1,  0.73897 -0.662837 -0.120707   1.62055
 0.672232   0.73736 0.0663633  0.688982
0.0450165 -0.130184  0.990467  0.346931
        0         0         0         1,  0.714826   -0.69352 -0.0897481    1.59184
  0.698833   0.713143  0.0553191   0.756807
 0.0256383  -0.102262   0.994427   0.266043
         0          0          0          1,  0.708249  -0.701785 -0.0766853    1.47502
  0.705752   0.706501  0.0526364    0.77215
 0.0172389 -0.0914005   0.995665   0.198675
         0          0          0          1,  0.699838  -0.712245 -0.0541742     1.4654
    0.7143   0.697984  0.0509337   0.804873
0.00153545  -0.074342   0.997232   0.131931
         0          0          0          1,  0.688334   -0.72446 -0.0367837    1.37014
  0.724927   0.685188  0.0706944   0.906416
-0.0260115 -0.0753268    0.99682  0.0908706
         0          0          0          1,  0.667868   -0.74325 -0.0391403    1.33671
  0.743829   0.664707  0.0698803     1.0157
-0.0259217 -0.0757845   0.996787   0.032156
         0          0          0          1,  0.614651  -0.788272 -0.0288176    1.25862
  0.787621   0.611328  0.0770153    1.11932
-0.0430921 -0.0700349   0.996613 -0.0748373
         0          0          0          1,  0.522743   -0.85225 -0.0202352    1.15887
   0.85083   0.520098  0.0747437    1.33092
 -0.053176 -0.0562885   0.996997  -0.145772
         0          0          0          1,  0.402845  -0.914833 -0.0282047   0.942824
  0.912405   0.398959  0.0913695    1.53615
-0.0723353 -0.0625419   0.995418 -0.0940192
         0          0          0          1,  0.279001  -0.958033 -0.0658127   0.732873
  0.957142   0.271887   0.099781    1.75524
-0.0776998 -0.0908311   0.992831  -0.140597
         0          0          0          1,  0.140189  -0.984846  -0.102106   0.493661
  0.987447   0.131485  0.0875274    1.95845
-0.0727756  -0.113095   0.990915  -0.170878
         0          0          0          1,-0.0136832  -0.990121  -0.139549   0.230007
  0.998166  -0.021757  0.0564962      2.128
-0.0589742   -0.13852   0.988602  -0.107193
         0          0          0          1,  -0.18009  -0.966559  -0.182567  -0.153497
   0.98169   -0.18832  0.0286482    2.19724
-0.0620712  -0.174064   0.982776 -0.0243656
         0          0          0          1, -0.367067  -0.911175  -0.187142   -0.47895
   0.92975   -0.36561 -0.0435242    2.19917
 -0.028763  -0.189972   0.981368  0.0928502
         0          0          0          1, -0.531705  -0.829979  -0.168596  -0.817984
  0.846834  -0.523996 -0.0911055    2.19111
-0.0127278  -0.191214   0.981466   0.185433
         0          0          0          1, -0.676585  -0.723015  -0.139576   -1.17357
  0.735986  -0.670055 -0.0967045    2.11024
 -0.023605  -0.168155   0.985478   0.161747
         0          0          0          1, -0.792614  -0.597709  -0.120442    -1.4148
  0.609253  -0.784155  -0.117947    1.96175
-0.0239474  -0.166866   0.985689  0.0101094
         0          0          0          1, -0.87786 -0.466316 -0.109143  -1.71521
 0.478488 -0.863647  -0.15863   1.77732
-0.020289 -0.191478  0.981287 0.0881225
        0         0         0         1, -0.929624   -0.34851  -0.119754   -1.87315
  0.365437  -0.913719  -0.177687      1.666
-0.0474961  -0.208944   0.976773  0.0947988
         0          0          0          1, -0.958527  -0.250104  -0.136653   -2.04045
  0.271034  -0.948197  -0.165717    1.54411
-0.0881277  -0.195882   0.976659  0.0955493
         0          0          0          1, -0.985213  -0.121628  -0.120671   -2.07799
  0.140573   -0.97648  -0.163479    1.36074
-0.0979496  -0.178025   0.979139  0.0158162
         0          0          0          1, -0.996625 0.00641972 -0.0818432   -2.16414
0.00980703  -0.980489  -0.196331    1.17423
-0.0815067  -0.196471   0.977116 0.00161291
