x,y,z,qx,qy,qz,qw
0.0011071301996707916,0.42472249269485474,0.008991219103336334,0.08628115644739266,0.010788261696015405,0.5693124106464083,0.8175099721322391
0.0011469759047031403,0.4257615804672241,0.009114094078540802,0.08640351969623151,0.010856405138612617,0.56934332593854,0.8174746157898793
0.002126704901456833,0.47614622116088867,0.016182325780391693,0.09435628000373329,0.013291110104233691,0.573598229857965,0.8135756323292035
0.0018545128405094147,0.5071194171905518,0.021828096359968185,0.09834174554107451,0.014115084336134717,0.5752984329259692,0.8118875405812326
0.0010169930756092072,0.5413975119590759,0.028993189334869385,0.1019096105462837,0.012699153970801322,0.5742075709190547,0.8122430844679254
0.00024158135056495667,0.5705206394195557,0.03543943539261818,0.10305901504200571,0.008747506180914213,0.5725687753089234,0.8133064109518787
-0.028948962688446045,0.7245504260063171,0.0796925276517868,0.09766202654424239,-0.002462123046133473,0.5905116372594614,0.8010942970602947
-0.032033443450927734,0.754576563835144,0.08750035613775253,0.09607347439901749,-0.0067254949433156455,0.5931200243564749,0.7993330294326911
-0.03484630584716797,0.7836072444915771,0.09512769430875778,0.09516903439779924,-0.010165568563269469,0.5988100873324842,0.7951515549984409
-0.03743938356637955,0.812505841255188,0.10275086015462875,0.09617810755689636,-0.012322666017225517,0.603964597782206,0.7910908216853361
-0.039493538439273834,0.8418835997581482,0.11065755039453506,0.09554663167136322,-0.01494986165302481,0.6142230762049476,0.7831841133923385
-0.040920011699199677,0.8701634407043457,0.11837100237607956,0.09477910030500458,-0.017763271279145208,0.6270167809357201,0.7730144531403307
-0.015866119414567947,0.8314338326454163,0.1990937888622284,0.11654202152457487,-0.013406157754353543,0.6403040247535272,0.759110655990064
-0.01519046351313591,0.8582777380943298,0.20794808864593506,0.11690388958624533,-0.01864961929286955,0.6434450418384776,0.7562831152639319
-0.013283547013998032,0.8847668170928955,0.2165929675102234,0.1162795532165665,-0.02684440165219026,0.6428853790067242,0.7566087714684996
-0.010531026870012283,0.9110673666000366,0.2247452735900879,0.11535629678488912,-0.0331911706763947,0.6414387811584151,0.7577252543021209
-0.0075097717344760895,0.9372920989990234,0.23233994841575623,0.1174317000561971,-0.03430099212603904,0.6454770852836734,0.7539181455136719
