x,y,z,qx,qy,qz,qw
0.0008456818759441376,0.4183735251426697,0.008259017020463943,0.08559723932195008,0.010330026240134054,0.5691945167954056,0.817669863226219
0.0008456818759441376,0.4183735251426697,0.008259017020463943,0.08559723932195008,0.010330026240134054,0.5691945167954056,0.817669863226219
0.0016276352107524872,0.5182351469993591,0.024071261286735535,0.09961409276750446,0.01397006760739764,0.5752397348764653,0.8117765192172077
-0.03125442564487457,0.7468739748001099,0.08548488467931747,0.09656123900702199,-0.0057386586638585,0.59192940655972,0.8001640910263508
-0.0398746058344841,0.8486710786819458,0.11250705271959305,0.09522075447436525,-0.015717109931668295,0.6173180697072159,0.7807716575194603
-0.015846092253923416,0.8350013494491577,0.20026856660842896,0.11663852327269718,-0.013899571343251519,0.6408524059536028,0.7586240508899761
-0.008762825280427933,0.9267767667770386,0.22933712601661682,0.11630509767812622,-0.03415934973954661,0.6430951063330924,0.756131567447016
0.03602369874715805,0.9651868343353271,0.30646270513534546,0.10706558873934341,-0.0544997753796924,0.669322409512585,0.7331945487493263
0.05257662385702133,1.0524914264678955,0.3397313356399536,0.10916881159438346,-0.07971053721539924,0.672149420550698,0.727972222880285
0.14225712418556213,1.1341665983200073,0.3027111887931824,0.10242005941642277,-0.09579868761264439,0.6632990845562989,0.7350966380739387
0.16429071128368378,1.204213261604309,0.3386145234107971,0.0970306664444549,-0.09202477622960388,0.6655479722201593,0.7342767781993861
0.1322014331817627,1.218490481376648,0.3712797164916992,0.08978790067010535,-0.09732166661472373,0.6706765197528295,0.7298353457820609
0.15066052973270416,1.2822843790054321,0.39909419417381287,0.10063927615068981,-0.10203333707099341,0.6712099640773609,0.7272813199479897
0.16378313302993774,1.336543083190918,0.4245228171348572,0.11621950847282886,-0.10169238760804811,0.6696937566666956,0.7264034391676277
0.18910670280456543,1.408318042755127,0.43786418437957764,0.10709216817326751,-0.08270670796041142,0.6607482318097646,0.738310667764302
0.1374388486146927,1.417327642440796,0.3699071407318115,0.11270385329689844,-0.11352871732679098,0.6380853489318898,0.753164098502201
0.14166259765625,1.4468907117843628,0.382524311542511,0.09791174904901649,-0.11685144287787738,0.6090243103860863,0.778362652658947
0.12338599562644958,1.5055477619171143,0.4297632575035095,0.08410985970150958,-0.12097030859770234,0.5812763313261777,0.8002559231762978
0.12824973464012146,1.5331494808197021,0.4459139108657837,0.07385778869589997,-0.11999920264118047,0.569490404474325,0.8098307833282843
0.11148107051849365,1.5466785430908203,0.4048570394515991,0.05781791611079861,-0.1029646825073444,0.5339974300317802,0.8371989652718286
0.1141824871301651,1.5608386993408203,0.4090314507484436,0.06427889887587107,-0.11379693783514916,0.5323566789063325,0.8363700416218104
0.033003926277160645,1.5910707712173462,0.442078173160553,0.07512203671076034,-0.12410013700123057,0.5606262016158331,0.8152632075952565
0.03522247076034546,1.5954073667526245,0.45644044876098633,0.0878824324879823,-0.1293698947875007,0.5716283352821927,0.8054695243677289
0.03303117677569389,1.597725749015808,0.503000020980835,0.12839528214508228,-0.14749809998270566,0.5949166760433191,0.7796365246638622
0.04088685289025307,1.5882737636566162,0.5310491323471069,0.153310948723816,-0.15784588032604654,0.6100073110440628,0.7612302618382238
0.05772934481501579,1.606369137763977,0.5113640427589417,0.17804812822056176,-0.15413113089909872,0.6370541491304449,0.7339648967086942
0.07139156013727188,1.5885971784591675,0.523427426815033,0.18016061844236547,-0.15952205476911507,0.6367282353165487,0.732579019598144
0.04472687840461731,1.5382510423660278,0.5100159049034119,0.1804708321947084,-0.15764641783083158,0.6580008001855144,0.7138717200080692
0.05838973820209503,1.522627353668213,0.5014938116073608,0.1680670980972883,-0.15005775056922666,0.6680776000220954,0.7091603784617253
0.03930733725428581,1.4984756708145142,0.5015274286270142,0.12118402349024762,-0.1314387079798445,0.672047424666268,0.7186031989176928
0.04675877094268799,1.488114595413208,0.4813421368598938,0.10194928658841264,-0.1188977475654334,0.6858092844981952,0.7107287062473654
0.022986069321632385,1.5466320514678955,0.47327953577041626,0.06675557462962242,-0.0878055335539436,0.7099598686021604,0.6955507648673671
0.024001844227313995,1.5243316888809204,0.45734527707099915,0.05535087885123665,-0.07503609174463538,0.7216753542773053,0.6859231357629019
-0.020057853311300278,1.51215660572052,0.39129459857940674,0.04224231629467235,-0.05843809793004027,0.7394688350770111,0.6693178746860328
-0.030563391745090485,1.4604876041412354,0.37788116931915283,0.03327477721428077,-0.05035845847688973,0.7362263389983942,0.6740382723749394
-0.10532762110233307,1.4029337167739868,0.3842262923717499,0.030054927350122947,-0.03710384084639413,0.7437878483160282,0.6667080643233869
-0.13006947934627533,1.3409013748168945,0.3690704107284546,0.019922431461160715,-0.04179416034970562,0.749678018907611,0.6601811969846598
-0.211106538772583,1.3132545948028564,0.34807029366493225,0.019609362620579225,-0.04327959223060453,0.7464052730337317,0.6637932797049151
-0.2504533529281616,1.2605394124984741,0.32795068621635437,0.007379744310652635,-0.0398572391308234,0.7721774148389241,0.6341127501284405
-0.3488733172416687,1.1966992616653442,0.28306135535240173,-0.007922205412425283,-0.05113158746637739,0.8197011743101689,0.5704496334113137
-0.40030160546302795,1.1402277946472168,0.25988635420799255,-0.011105364574980375,-0.06526203481846969,0.8570948235875414,0.5108874641919207
-0.5214166045188904,1.1573249101638794,0.2311841994524002,-0.006688870805365143,-0.06705021741922199,0.90692581960583,0.4158666674352224
-0.5797762274742126,1.0902700424194336,0.2098134160041809,0.004890662660200045,-0.06935100490778068,0.9348778444510202,0.3480947220106033
-0.6871969699859619,1.0333212614059448,0.18735697865486145,0.022432120345248344,-0.09107555928592698,0.9665555678106416,0.23868887031409822
-0.7364206910133362,0.9550042748451233,0.16538101434707642,0.03664654215993484,-0.09493456690679947,0.9798373780351136,0.17193944154618013
-0.8414051532745361,0.8811910152435303,0.1427173912525177,0.0530423374821192,-0.07189694805177269,0.9944317849264136,0.055881700254564085
-0.8820191621780396,0.7715713977813721,0.12620338797569275,0.047448038827422157,-0.07187301268601994,0.9957911916366461,-0.03135053935317626
-0.9290360808372498,0.6289945840835571,0.1303272247314453,0.04244990103740155,-0.0941188688043106,0.9864166288398516,-0.12775710855030473
-0.950551450252533,0.5071874856948853,0.11171204596757889,0.025679121270732956,-0.08860131525389991,0.9719232737752265,-0.21646140431977298
-1.0127794742584229,0.39971044659614563,0.09438682347536087,0.006330421149211567,-0.06428982508290869,0.9538558708456261,-0.29323322085366615
-1.0068206787109375,0.27937549352645874,0.07827847450971603,0.020416448418370304,-0.056077841641002865,0.9354253120906127,-0.34845075665156255
-1.056044340133667,0.15294012427330017,0.03537295013666153,0.028050494698359615,-0.05762274607021078,0.9190230634032188,-0.38895937810453757
-1.0347137451171875,0.013168752193450928,0.02738247811794281,0.025518402993527423,-0.060274757683199134,0.8885252098978949,-0.4541351297475163
-1.010045051574707,-0.1236577033996582,0.017298467457294464,-0.003960519523547365,0.0582016170857853,-0.8569034260208656,0.5121654073904311
-1.0587141513824463,-0.2570371925830841,0.032451339066028595,-0.024554799802317288,0.06267430684911794,-0.8443615065966813,0.5315285874206892
-1.0635240077972412,-0.3249565660953522,-0.00847238302230835,0.009932541987611673,0.057077471285374604,-0.8198355744872426,0.5696605460153481
-1.0496175289154053,-0.44049540162086487,-0.032484717667102814,0.009458129294156195,0.04907903806992317,-0.8003930918240605,0.5973882241664185
-1.125469446182251,-0.5345776677131653,-0.049099236726760864,0.016939942866068047,0.03516931099228395,-0.7932917237410151,0.6075890049565011
-1.1056723594665527,-0.6598436236381531,-0.0589800626039505,0.016804203230111756,0.02890019400588491,-0.7656444249361861,0.6423947478804292
-1.076907753944397,-0.7784269452095032,-0.06100471317768097,0.031223460468745474,0.0347769940329982,-0.7482039141684873,0.6618206396187267
-1.1672230958938599,-0.8720748424530029,-0.0518738254904747,0.02193149671700366,0.02894932507990201,-0.7354981612245278,0.6765525854392317
-1.116899847984314,-0.9472767114639282,-0.03789573535323143,0.02262898833941986,0.015790900484969724,-0.7143306056095402,0.6992641576958708
-1.0888352394104004,-1.0581722259521484,-0.045161329209804535,0.02436493235380879,-0.0021364103248321634,-0.697179491227934,0.7164792689488492
-1.130059003829956,-1.1931722164154053,-0.06191255897283554,0.03401723372307972,-0.020867339394281408,-0.6892857231999294,0.7233896417209631
-1.104191780090332,-1.3095786571502686,-0.06044270843267441,0.027882791937915794,-0.020602925474047358,-0.6838758818069689,0.7287742089690047
-1.1661286354064941,-1.3796578645706177,-0.05670860782265663,0.021154177263460295,-0.024051140247015525,-0.6831770795282669,0.7295499444481869
